welcomeKey_resp.keys,welcomeKey_resp.rt,X Scale,Y Scale,rt_resp_4.keys,rt_resp_4.corr,rt_resp_4.rt,speedtest_2.thisRepN,speedtest_2.thisTrialN,speedtest_2.thisN,speedtest_2.thisIndex,speedtest_2.ran,numberSc,posX,positionLayout,participant,date,expName,psychopyVersion,OS,frameRate,ct_instrresp.keys,ct_instrresp.rt,key_resp_2.keys,key_resp_2.rt,ct_keyResp.keys,ct_keyResp.corr,ct_keyResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,leftNo,rightNo,displayProblem,numDistance,leftNo_size,rightNo_size,Dims,keyAnswer,TS_Loop.thisRepN,TS_Loop.thisTrialN,TS_Loop.thisN,TS_Loop.thisIndex,TS_Loop.ran,Condition,ActionInst,instrImage,mltptaskInst_resp.keys,mltptaskInst_resp.rt,continue_resp_2.keys,continue_resp_2.rt,multp_Answer,multi_RT,multiplyCorr,LoopingMultiply.thisRepN,LoopingMultiply.thisTrialN,LoopingMultiply.thisN,LoopingMultiply.thisIndex,LoopingMultiply.ran,factor1,multiplySign,factor2,multliplyProblem,physicalSize,orderOperand,sizeF1,sizeF2,mult_answer,trials_stroop.thisRepN,trials_stroop.thisTrialN,trials_stroop.thisN,trials_stroop.thisIndex,trials_stroop.ran,multiplicationFile,esckey_resp_2.keys,esckey_resp_2.rt
y,5.7583,41.5,41.8,right,1,0.8109,0,0,0,12,1,6,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3924,0,1,1,15,1,9,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.4444,0,2,2,2,1,3,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.3847,0,3,3,5,1,7,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.3234,0,4,4,1,1,2,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.2846,0,5,5,4,1,6,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3617,0,6,6,11,1,4,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.3944,0,7,7,6,1,8,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3647,0,8,8,10,1,3,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3658,0,9,9,14,1,8,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.373,0,10,10,3,1,4,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.4126,0,11,11,0,1,1,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.4825,0,12,12,13,1,7,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3592,0,13,13,9,1,2,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.4475,0,14,14,8,1,1,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.3949,0,15,15,7,1,9,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.4441,1,0,16,1,1,2,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.4488,1,1,17,7,1,9,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.4111,1,2,18,10,1,3,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3342,1,3,19,8,1,1,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.4751,1,4,20,2,1,3,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.4109,1,5,21,5,1,7,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3853,1,6,22,9,1,2,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3664,1,7,23,14,1,8,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.4638,1,8,24,12,1,6,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3277,1,9,25,15,1,9,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,0,0.3784,1,10,26,6,1,8,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.4779,1,11,27,13,1,7,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3851,1,12,28,11,1,4,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.4765,1,13,29,0,1,1,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.4135,1,14,30,4,1,6,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.3547,1,15,31,3,1,4,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.3782,2,0,32,2,1,3,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.4148,2,1,33,12,1,6,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3435,2,2,34,11,1,4,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.2502,2,3,35,15,1,9,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,0,0.2202,2,4,36,5,1,7,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.5866,2,5,37,1,1,2,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3861,2,6,38,10,1,3,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3998,2,7,39,13,1,7,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.2826,2,8,40,9,1,2,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3214,2,9,41,8,1,1,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.4155,2,10,42,7,1,9,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.3163,2,11,43,0,1,1,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.3357,2,12,44,6,1,8,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.3107,2,13,45,3,1,4,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.2453,2,14,46,4,1,6,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,0,0.3477,2,15,47,14,1,8,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,0,0.0521,3,0,48,5,1,7,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.4351,3,1,49,15,1,9,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.3572,3,2,50,7,1,9,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.4371,3,3,51,0,1,1,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.3844,3,4,52,2,1,3,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.3411,3,5,53,6,1,8,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.4371,3,6,54,11,1,4,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.5841,3,7,55,3,1,4,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3534,3,8,56,9,1,2,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.3084,3,9,57,4,1,6,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.301,3,10,58,8,1,1,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,left,1,0.303,3,11,59,1,1,2,-200,left,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3212,3,12,60,14,1,8,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.4589,3,13,61,10,1,3,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3513,3,14,62,13,1,7,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,right,1,0.3437,3,15,63,12,1,6,200,right,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,space,400.3906,space,8.2307,left,1,1.2169,0,0,0,22,1,8,3,8 | 3,5,1.9756,1.4111,congruent,left,,,,,,stimulusFile/physical.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,left,1,0.6189,0,1,1,34,1,6,8,6 | 8,2,1.9756,1.4111,incongruent,left,,,,,,stimulusFile/physical.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,right,1,0.4743,0,2,2,59,1,7,7,7 | 7,0,1.4111,1.9756,neutral,right,,,,,,stimulusFile/physical.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,right,1,0.5006,0,3,3,31,1,9,8,9 | 8,1,1.4111,1.9756,incongruent,right,,,,,,stimulusFile/physical.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,left,1,0.4351,0,4,4,24,1,1,2,1 | 2,1,1.9756,1.4111,incongruent,left,,,,,,stimulusFile/physical.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,left,1,0.7011,0,5,5,25,1,3,4,3 | 4,1,1.9756,1.4111,incongruent,left,,,,,,stimulusFile/physical.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,left,1,0.5925,0,6,6,42,1,3,8,3 | 8,5,1.9756,1.4111,incongruent,left,,,,,,stimulusFile/physical.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,right,1,0.538,0,7,7,46,1,8,3,8 | 3,5,1.4111,1.9756,incongruent,right,,,,,,stimulusFile/physical.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,right,1,0.4716,0,8,8,9,1,2,4,2 | 4,2,1.4111,1.9756,congruent,right,,,,,,stimulusFile/physical.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,775,2022-01-19_14h29.02.995,multiplicationStroop,2021.2.3,Win32,59.62318149,,,,,left,1,0.5224,0,9,9,70,1,8,8,8 | 8,0,1.9756,1.4111,neutral,left,,,,,,stimulusFile/physical.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
