windowSize,welcomeResp.keys,welcomeResp.rt,typingInstr_resp.keys,typingInstr_resp.rt,TypedAnswer1,typingRT1,typingCorr,roundNo.thisRepN,roundNo.thisTrialN,roundNo.thisN,roundNo.thisIndex,roundNo.ran,typedStimulus,participant,date,expName,psychopyVersion,OS,frameRate,typingTrials.thisRepN,typingTrials.thisTrialN,typingTrials.thisN,typingTrials.thisIndex,typingTrials.ran,typingStimulusFile,roundNo,trialIstr_resp.keys,trialIstr_resp.rt,TypT_answer,typingRT,multiplyCorr,trials_presentation.thisRepN,trials_presentation.thisTrialN,trials_presentation.thisN,trials_presentation.thisIndex,trials_presentation.ran,problem,answers,exitkey_resp.keys,exitkey_resp.rt
"[1536,722]",space,6.929,space,10.7615,15,36.8188,1,0,0,0,7,1,15,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,30,5.4865,1,0,1,1,16,1,30,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,12,2.0063,1,0,2,2,5,1,12,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,4,1.6655,1,0,3,3,0,1,4,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,42,2.2153,1,0,4,4,21,1,42,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,48,1.8151,1,0,5,5,23,1,48,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,36,1.6317,1,0,6,6,19,1,36,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,21,1.8154,1,0,7,7,11,1,21,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,24,1.4488,1,0,8,8,12,1,24,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,35,2.015,1,0,9,9,18,1,35,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,32,1.6652,1,0,10,10,17,1,32,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,28,1.499,1,0,11,11,15,1,28,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,25,1.6514,1,0,12,12,13,1,25,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,18,2.0803,1,0,13,13,9,1,18,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,14,1.3818,1,0,14,14,6,1,14,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,45,1.7823,1,0,15,15,22,1,45,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,72,1.6988,1,0,16,16,29,1,72,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,54,1.6658,1,0,17,17,25,1,54,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,6,3.8154,1,0,18,18,1,1,6,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,64,1.872,1,0,19,19,28,1,64,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,10,2.0491,1,0,20,20,4,1,10,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,8,1.5982,1,0,21,21,2,1,8,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,63,1.849,1,0,22,22,27,1,63,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,27,1.4491,1,0,23,23,14,1,27,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,40,1.6493,1,0,24,24,20,1,40,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,81,1.9657,1,0,25,25,30,1,81,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,16,1.6148,1,0,26,26,8,1,16,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,9,1.5487,1,0,27,27,3,1,9,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,49,1.449,1,0,28,28,24,1,49,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,20,2.0159,1,0,29,29,10,1,20,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,56,1.3158,1,0,30,30,26,1,56,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,0,0,0,0,1,typing.xlsx,1,,,,,,,,,,,,,,
,,,,,40,1.9301,1,0,0,0,20,1,40,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,64,1.4992,1,0,1,1,28,1,64,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,49,1.4985,1,0,2,2,24,1,49,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,9,1.4988,1,0,3,3,3,1,9,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,15,2.3651,1,0,4,4,7,1,15,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,12,1.2496,1,0,5,5,5,1,12,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,30,1.5653,1,0,6,6,16,1,30,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,63,1.6654,1,0,7,7,27,1,63,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,56,1.7651,1,0,8,8,26,1,56,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,24,1.3825,1,0,9,9,12,1,24,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,81,1.6323,1,0,10,10,30,1,81,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,32,1.5983,1,0,11,11,17,1,32,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,20,2.6828,1,0,12,12,10,1,20,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,36,2.0661,1,0,13,13,19,1,36,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,8,1.8145,1,0,14,14,2,1,8,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,10,1.7323,1,0,15,15,4,1,10,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,4,1.1315,1,0,16,16,0,1,4,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,35,1.382,1,0,17,17,18,1,35,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,18,1.4658,1,0,18,18,9,1,18,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,72,1.7161,1,0,19,19,29,1,72,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,6,1.2819,1,0,20,20,1,1,6,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,48,1.5824,1,0,21,21,23,1,48,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,28,1.5488,1,0,22,22,15,1,28,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,16,1.3992,1,0,23,23,8,1,16,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,14,1.2816,1,0,24,24,6,1,14,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,42,1.6992,1,0,25,25,21,1,42,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,54,1.4822,1,0,26,26,25,1,54,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,25,1.3494,1,0,27,27,13,1,25,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,27,1.4658,1,0,28,28,14,1,27,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,45,1.6651,1,0,29,29,22,1,45,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,21,1.3155,1,0,30,30,11,1,21,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,0,1,1,1,1,typing.xlsx,2,,,,,,,,,,,,,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,space,14.4998,6,2.5083,1,0,0,0,0,1,2 × 3 =,6,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,40,2.8995,1,0,1,1,1,1,5 × 8 =,40,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,12,1.4492,1,0,2,2,2,1,3 × 4 =,12,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,15,1.5497,1,0,3,3,3,1,5 × 3 =,15,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,8,1.6827,1,0,4,4,4,1,2 × 4 =,8,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,4,1.4999,1,0,5,5,5,1,2 × 2 =,4,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,20,2.1326,1,0,6,6,6,1,4 × 5 =,20,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,9,1.6996,1,0,7,7,7,1,3 × 3 =,9,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,10,1.6996,1,0,8,8,8,1,5 × 2 =,10,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,16,1.8496,1,0,9,9,9,1,4 × 4 =,16,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,24,1.5329,1,0,10,10,10,1,8 × 3 =,24,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,30,1.7829,1,0,11,11,11,1,6 × 5 =,30,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,14,1.6161,1,0,12,12,12,1,7 × 2 =,14,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,27,5.6832,1,0,13,13,13,1,3 × 9 =,27,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,16,1.706,1,0,14,14,14,1,2 × 8 =,16,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,24,1.5332,1,0,15,15,15,1,4 × 6 =,24,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,21,1.4829,1,0,16,16,16,1,7 × 3 =,21,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,27,1.7662,1,0,17,17,17,1,9 × 3 =,27,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,28,1.8998,1,0,18,18,18,1,4 × 7 =,28,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,18,2.0329,1,0,19,19,19,1,2 × 9 =,18,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,72,3.5326,1,0,20,20,20,1,9 × 8 =,72,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,42,1.8829,1,0,21,21,21,1,7 × 6 =,42,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,54,1.8664,1,0,22,22,22,1,6 × 9 =,54,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,45,1.9164,1,0,23,23,23,1,9 × 5 =,45,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,56,1.5994,1,0,24,24,24,1,8 × 7 =,56,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,36,1.8995,1,0,25,25,25,1,6 × 6 =,36,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,35,1.9995,1,0,26,26,26,1,5 × 7 =,35,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,36,1.7828,1,0,27,27,27,1,4 × 9 =,36,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,42,1.6827,0,0,28,28,28,1,8 × 6 =,48,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,63,2.1829,1,0,29,29,29,1,9 × 7 =,63,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,12,1.4161,1,0,30,30,30,1,4 × 3 =,12,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,25,1.5833,1,0,31,31,31,1,5 × 5 =,25,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,6,2.0992,1,0,32,32,32,1,3 × 2 =,6,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,20,1.7331,1,0,33,33,33,1,5 × 4 =,20,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,8,1.5997,1,0,34,34,34,1,4 × 2 =,8,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,12,2.4165,1,0,35,35,35,1,2 × 6 =,12,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,15,3.066,1,0,36,36,36,1,3 × 5 =,15,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,18,1.6725,1,0,37,37,37,1,6 × 3 =,18,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,10,1.7496,1,0,38,38,38,1,2 × 5 =,10,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,32,2.9327,1,0,39,39,39,1,4 × 8 =,32,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,24,1.5056,1,0,40,40,40,1,3 × 8 =,24,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,30,1.6657,1,0,41,41,41,1,5 × 6 =,30,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,14,1.4164,1,0,42,42,42,1,2 × 7 =,14,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,24,1.6664,1,0,43,43,43,1,6 × 4 =,24,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,21,1.4326,1,0,44,44,44,1,3 × 7 =,21,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,0,0,45,45,45,1,9 × 9 =,81,,
,,,,,,,,,,,,,,674,2022-04-16_16h56.31.120,timed_fluency,2021.2.3,Win32,60.04563468,,,,,,,,,,,,,,,,,,,,space,1.6993
