windowSize,welcomeResp.keys,welcomeResp.rt,typingInstr_resp.keys,typingInstr_resp.rt,TypedAnswer1,typingRT1,typingCorr,roundNo.thisRepN,roundNo.thisTrialN,roundNo.thisN,roundNo.thisIndex,roundNo.ran,typedStimulus,participant,date,expName,psychopyVersion,OS,frameRate,typingTrials.thisRepN,typingTrials.thisTrialN,typingTrials.thisN,typingTrials.thisIndex,typingTrials.ran,typingStimulusFile,roundNo,trialIstr_resp.keys,trialIstr_resp.rt,TypT_answer,typingRT,multiplyCorr,trials_presentation.thisRepN,trials_presentation.thisTrialN,trials_presentation.thisN,trials_presentation.thisIndex,trials_presentation.ran,problem,answers,exitkey_resp.keys,exitkey_resp.rt
"[1920,969]",space,1.23,space,0.7216,25,2.0064,1,0,0,0,13,1,25,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,49,2.4643,1,0,1,1,24,1,49,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,35,1.4486,1,0,2,2,18,1,35,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,72,1.7318,1,0,3,3,29,1,72,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,40,1.948,1,0,4,4,20,1,40,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,45,1.3823,1,0,5,5,22,1,45,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,28,1.3814,1,0,6,6,15,1,28,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,8,1.2159,1,0,7,7,2,1,8,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,48,2.5816,1,0,8,8,23,1,48,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,24,1.482,1,0,9,9,12,1,24,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,20,1.5481,1,0,10,10,10,1,20,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,54,1.3832,1,0,11,11,25,1,54,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,18,1.6488,1,0,12,12,9,1,18,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,6,1.266,1,0,13,13,1,1,6,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,42,1.7475,1,0,14,14,21,1,42,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,36,1.6329,1,0,15,15,19,1,36,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,81,1.8988,1,0,16,16,30,1,81,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,30,1.7823,1,0,17,17,16,1,30,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,56,1.3156,1,0,18,18,26,1,56,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,64,1.7151,1,0,19,19,28,1,64,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,21,1.4321,1,0,20,20,11,1,21,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,27,1.5994,1,0,21,21,14,1,27,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,32,1.2651,1,0,22,22,17,1,32,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,63,2.7821,1,0,23,23,27,1,63,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,12,1.2927,1,0,24,24,5,1,12,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,16,1.6482,1,0,25,25,8,1,16,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,10,1.4155,1,0,26,26,4,1,10,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
,,,,,14,1.1987,1,0,27,27,6,1,14,779,2022-01-17_09h43.29.796,timed_fluency,2021.2.3,Win32,60.32454606,,,,,,,,,,,,,,,,,,,,,
