windowSize,welcomeResp.keys,welcomeResp.rt,typingInstr_resp.keys,typingInstr_resp.rt,TypedAnswer1,typingRT1,typingCorr,roundNo.thisRepN,roundNo.thisTrialN,roundNo.thisN,roundNo.thisIndex,roundNo.ran,typedStimulus,participant,date,expName,psychopyVersion,OS,frameRate,typingTrials.thisRepN,typingTrials.thisTrialN,typingTrials.thisN,typingTrials.thisIndex,typingTrials.ran,typingStimulusFile,roundNo,trialIstr_resp.keys,trialIstr_resp.rt,TypT_answer,typingRT,multiplyCorr,trials_presentation.thisRepN,trials_presentation.thisTrialN,trials_presentation.thisN,trials_presentation.thisIndex,trials_presentation.ran,problem,answers,exitkey_resp.keys,exitkey_resp.rt
"[1536,722]",space,24.5577,space,14.8632,48,2.7223,1,0,0,0,23,1,48,774,2022-01-18_14h27.59.424,timed_fluency,2021.2.3,Win32,59.84082341,,,,,,,,,,,,,,,,,,,,,
,,,,,20,1.5636,1,0,1,1,10,1,20,774,2022-01-18_14h27.59.424,timed_fluency,2021.2.3,Win32,59.84082341,,,,,,,,,,,,,,,,,,,,,
,,,,,81,1.4481,1,0,2,2,30,1,81,774,2022-01-18_14h27.59.424,timed_fluency,2021.2.3,Win32,59.84082341,,,,,,,,,,,,,,,,,,,,,
,,,,,45,1.3477,1,0,3,3,22,1,45,774,2022-01-18_14h27.59.424,timed_fluency,2021.2.3,Win32,59.84082341,,,,,,,,,,,,,,,,,,,,,
,,,,,49,2.0647,1,0,4,4,24,1,49,774,2022-01-18_14h27.59.424,timed_fluency,2021.2.3,Win32,59.84082341,,,,,,,,,,,,,,,,,,,,,
,,,,,10,1.2483,1,0,5,5,4,1,10,774,2022-01-18_14h27.59.424,timed_fluency,2021.2.3,Win32,59.84082341,,,,,,,,,,,,,,,,,,,,,
,,,,,72,1.7645,1,0,6,6,29,1,72,774,2022-01-18_14h27.59.424,timed_fluency,2021.2.3,Win32,59.84082341,,,,,,,,,,,,,,,,,,,,,
,,,,,63,1.6811,1,0,7,7,27,1,63,774,2022-01-18_14h27.59.424,timed_fluency,2021.2.3,Win32,59.84082341,,,,,,,,,,,,,,,,,,,,,
,,,,,32,1.848,1,0,8,8,17,1,32,774,2022-01-18_14h27.59.424,timed_fluency,2021.2.3,Win32,59.84082341,,,,,,,,,,,,,,,,,,,,,
,,,,,18,1.4644,1,0,9,9,9,1,18,774,2022-01-18_14h27.59.424,timed_fluency,2021.2.3,Win32,59.84082341,,,,,,,,,,,,,,,,,,,,,
,,,,,12,1.1485,1,0,10,10,5,1,12,774,2022-01-18_14h27.59.424,timed_fluency,2021.2.3,Win32,59.84082341,,,,,,,,,,,,,,,,,,,,,
,,,,,54,1.5978,1,0,11,11,25,1,54,774,2022-01-18_14h27.59.424,timed_fluency,2021.2.3,Win32,59.84082341,,,,,,,,,,,,,,,,,,,,,
,,,,,14,1.4151,1,0,12,12,6,1,14,774,2022-01-18_14h27.59.424,timed_fluency,2021.2.3,Win32,59.84082341,,,,,,,,,,,,,,,,,,,,,
