windowSize,welcomeResp.keys,welcomeResp.rt,typingInstr_resp.keys,typingInstr_resp.rt,TypedAnswer1,typingRT1,typingCorr,roundNo.thisRepN,roundNo.thisTrialN,roundNo.thisN,roundNo.thisIndex,roundNo.ran,typedStimulus,participant,date,expName,psychopyVersion,OS,frameRate,typingTrials.thisRepN,typingTrials.thisTrialN,typingTrials.thisN,typingTrials.thisIndex,typingTrials.ran,typingStimulusFile,roundNo,trialIstr_resp.keys,trialIstr_resp.rt,TypT_answer,typingRT,multiplyCorr,trials_presentation.thisRepN,trials_presentation.thisTrialN,trials_presentation.thisN,trials_presentation.thisIndex,trials_presentation.ran,problem,answers,exitkey_resp.keys,exitkey_resp.rt
"[1366,625]",space,19.514,space,22.9386,10,3.5132,1,0,0,0,4,1,10,713,2022-02-05_15h10.42.318,timed_fluency,2021.2.3,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,
,,,,,35,1.7978,1,0,1,1,18,1,35,713,2022-02-05_15h10.42.318,timed_fluency,2021.2.3,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,
,,,,,16,2.5966,1,0,2,2,8,1,16,713,2022-02-05_15h10.42.318,timed_fluency,2021.2.3,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,
,,,,,64,1.7644,1,0,3,3,28,1,64,713,2022-02-05_15h10.42.318,timed_fluency,2021.2.3,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,
,,,,,12,1.2661,1,0,4,4,5,1,12,713,2022-02-05_15h10.42.318,timed_fluency,2021.2.3,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,
,,,,,21,1.3153,1,0,5,5,11,1,21,713,2022-02-05_15h10.42.318,timed_fluency,2021.2.3,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,
,,,,,32,1.4324,1,0,6,6,17,1,32,713,2022-02-05_15h10.42.318,timed_fluency,2021.2.3,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,
,,,,,9,1.5822,1,0,7,7,3,1,9,713,2022-02-05_15h10.42.318,timed_fluency,2021.2.3,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,
,,,,,45,1.6328,1,0,8,8,22,1,45,713,2022-02-05_15h10.42.318,timed_fluency,2021.2.3,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,
,,,,,56,1.3001,1,0,9,9,26,1,56,713,2022-02-05_15h10.42.318,timed_fluency,2021.2.3,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,
,,,,,25,2.3481,1,0,10,10,13,1,25,713,2022-02-05_15h10.42.318,timed_fluency,2021.2.3,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,
,,,,,4,1.2326,1,0,11,11,0,1,4,713,2022-02-05_15h10.42.318,timed_fluency,2021.2.3,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,
,,,,,49,1.7149,1,0,12,12,24,1,49,713,2022-02-05_15h10.42.318,timed_fluency,2021.2.3,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,
,,,,,6,1.2022,1,0,13,13,1,1,6,713,2022-02-05_15h10.42.318,timed_fluency,2021.2.3,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,
,,,,,15,1.3997,1,0,14,14,7,1,15,713,2022-02-05_15h10.42.318,timed_fluency,2021.2.3,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,
,,,,,20,1.7126,1,0,15,15,10,1,20,713,2022-02-05_15h10.42.318,timed_fluency,2021.2.3,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,
