windowSize,welcomeResp.keys,welcomeResp.rt,typingInstr_resp.keys,typingInstr_resp.rt,TypedAnswer1,typingRT1,typingCorr,roundNo.thisRepN,roundNo.thisTrialN,roundNo.thisN,roundNo.thisIndex,roundNo.ran,typedStimulus,participant,date,expName,psychopyVersion,OS,frameRate,typingTrials.thisRepN,typingTrials.thisTrialN,typingTrials.thisN,typingTrials.thisIndex,typingTrials.ran,typingStimulusFile,roundNo,trialIstr_resp.keys,trialIstr_resp.rt,TypT_answer,typingRT,multiplyCorr,trials_presentation.thisRepN,trials_presentation.thisTrialN,trials_presentation.thisN,trials_presentation.thisIndex,trials_presentation.ran,problem,answers,exitkey_resp.keys,exitkey_resp.rt
"[1368,741]",space,9.77,space,11.518,36,2.023,1,0,0,0,19,1,36,686,2022-02-01_10h10.50,timed_fluency,2021.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,
,,,,,28,1.432,1,0,1,1,15,1,28,686,2022-02-01_10h10.50,timed_fluency,2021.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,
,,,,,27,1.366,1,0,2,2,14,1,27,686,2022-02-01_10h10.50,timed_fluency,2021.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,
,,,,,49,1.416,1,0,3,3,24,1,49,686,2022-02-01_10h10.50,timed_fluency,2021.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,
,,,,,56,1.216,1,0,4,4,26,1,56,686,2022-02-01_10h10.50,timed_fluency,2021.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,
,,,,,20,1.266,1,0,5,5,10,1,20,686,2022-02-01_10h10.50,timed_fluency,2021.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,
,,,,,48,1.4,1,0,6,6,23,1,48,686,2022-02-01_10h10.50,timed_fluency,2021.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,
,,,,,54,1.516,1,0,7,7,25,1,54,686,2022-02-01_10h10.50,timed_fluency,2021.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,
,,,,,14,1.3,1,0,8,8,6,1,14,686,2022-02-01_10h10.50,timed_fluency,2021.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,
,,,,,6,1.217,1,0,9,9,1,1,6,686,2022-02-01_10h10.50,timed_fluency,2021.2.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,
